State,District,Market,Commodity,Date,Arrival_Quantity,Arrival_Unit,Modal_Price,Price_Unit
Gujarat,Bhavnagar,Taleja APMC,Cotton,23-01-2024,21,Metric Tonnes,6230,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,24-01-2024,21.3,Metric Tonnes,6405,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,25-01-2024,30.18,Metric Tonnes,6230,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,27-01-2024,18,Metric Tonnes,6215,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,29-01-2024,44.4,Metric Tonnes,6200,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,30-01-2024,32.1,Metric Tonnes,6030,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,31-01-2024,22.2,Metric Tonnes,6170,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,01-02-2024,26.1,Metric Tonnes,6065,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,02-02-2024,24,Metric Tonnes,6050,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,03-02-2024,19.5,Metric Tonnes,6055,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,05-02-2024,45,Metric Tonnes,6170,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,06-02-2024,44.7,Metric Tonnes,6035,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,07-02-2024,21,Metric Tonnes,6190,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,08-02-2024,20.4,Metric Tonnes,6120,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,09-02-2024,24,Metric Tonnes,6080,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,10-02-2024,22.8,Metric Tonnes,6055,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,12-02-2024,19.8,Metric Tonnes,6060,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,13-02-2024,6.9,Metric Tonnes,6045,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,14-02-2024,14.4,Metric Tonnes,5925,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,15-02-2024,15,Metric Tonnes,6130,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,16-02-2024,9,Metric Tonnes,6180,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,17-02-2024,12.06,Metric Tonnes,6440,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,19-02-2024,12.48,Metric Tonnes,6530,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,20-02-2024,12.66,Metric Tonnes,6475,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,21-02-2024,6.24,Metric Tonnes,6335,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,22-02-2024,13.86,Metric Tonnes,6375,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,23-02-2024,9.3,Metric Tonnes,6500,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,24-02-2024,9,Metric Tonnes,6515,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,26-02-2024,12.48,Metric Tonnes,6335,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,27-02-2024,6,Metric Tonnes,6475,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,28-02-2024,15,Metric Tonnes,6775,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,29-02-2024,4.44,Metric Tonnes,6680,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,01-03-2024,6,Metric Tonnes,7085,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,02-03-2024,6.66,Metric Tonnes,6525,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,05-03-2024,3.9,Metric Tonnes,7145,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,06-03-2024,3.54,Metric Tonnes,6935,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,07-03-2024,6.6,Metric Tonnes,6875,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,09-03-2024,7.2,Metric Tonnes,7010,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,12-03-2024,6,Metric Tonnes,6965,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,13-03-2024,14.1,Metric Tonnes,6740,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,15-03-2024,6.3,Metric Tonnes,6705,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,16-03-2024,10.5,Metric Tonnes,6820,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,18-03-2024,12,Metric Tonnes,7055,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,19-03-2024,13.5,Metric Tonnes,6900,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,20-03-2024,9,Metric Tonnes,6840,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,21-03-2024,12,Metric Tonnes,6875,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,22-03-2024,9,Metric Tonnes,6315,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,23-03-2024,3.18,Metric Tonnes,6725,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,26-03-2024,3,Metric Tonnes,6545,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,27-03-2024,9,Metric Tonnes,6800,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,28-03-2024,4.44,Metric Tonnes,6335,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,29-03-2024,6.72,Metric Tonnes,6565,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,01-04-2024,9,Metric Tonnes,6280,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,06-04-2024,4.8,Metric Tonnes,6300,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,08-04-2024,15,Metric Tonnes,6435,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,09-04-2024,7.62,Metric Tonnes,6740,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,10-04-2024,12.84,Metric Tonnes,6390,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,12-04-2024,6.42,Metric Tonnes,6155,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,13-04-2024,9.66,Metric Tonnes,6225,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,15-04-2024,7.44,Metric Tonnes,5975,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,16-04-2024,12,Metric Tonnes,6190,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,18-04-2024,6.54,Metric Tonnes,6155,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,19-04-2024,9,Metric Tonnes,5525,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,20-04-2024,4.2,Metric Tonnes,6225,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,22-04-2024,6,Metric Tonnes,6690,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,24-04-2024,6,Metric Tonnes,6665,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,25-04-2024,3.36,Metric Tonnes,6525,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,26-04-2024,3.3,Metric Tonnes,6475,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,27-04-2024,6,Metric Tonnes,5375,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,29-04-2024,4.68,Metric Tonnes,6740,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,30-04-2024,4.56,Metric Tonnes,6015,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,01-05-2024,3.6,Metric Tonnes,5740,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,02-05-2024,3.18,Metric Tonnes,6090,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,03-05-2024,2.7,Metric Tonnes,6270,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,04-05-2024,1.2,Metric Tonnes,5625,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,06-05-2024,3,Metric Tonnes,6145,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,08-05-2024,1.2,Metric Tonnes,5920,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,09-05-2024,4.26,Metric Tonnes,5805,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,14-05-2024,2.34,Metric Tonnes,5455,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,15-05-2024,1.2,Metric Tonnes,5400,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,16-05-2024,1.5,Metric Tonnes,5755,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,17-05-2024,3,Metric Tonnes,5735,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,18-05-2024,3,Metric Tonnes,5765,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,20-05-2024,3,Metric Tonnes,6315,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,21-05-2024,3.3,Metric Tonnes,6360,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,22-05-2024,5.16,Metric Tonnes,6115,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,23-05-2024,3.84,Metric Tonnes,6115,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,24-05-2024,5.4,Metric Tonnes,5435,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,25-05-2024,4.92,Metric Tonnes,5720,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,27-05-2024,3.9,Metric Tonnes,5650,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,28-05-2024,1.5,Metric Tonnes,6280,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,29-05-2024,3,Metric Tonnes,5770,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,30-05-2024,1.8,Metric Tonnes,6245,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,31-05-2024,2.1,Metric Tonnes,6290,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,01-06-2024,1.26,Metric Tonnes,6320,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,03-06-2024,1.98,Metric Tonnes,5190,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,04-06-2024,0.9,Metric Tonnes,5465,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,05-06-2024,3.72,Metric Tonnes,6190,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,06-06-2024,2.1,Metric Tonnes,5865,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,07-06-2024,3.42,Metric Tonnes,5850,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,08-06-2024,1.5,Metric Tonnes,5375,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,10-06-2024,1.14,Metric Tonnes,6395,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,12-06-2024,1.2,Metric Tonnes,6000,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,13-06-2024,2.88,Metric Tonnes,5965,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,14-06-2024,0.66,Metric Tonnes,4990,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,15-06-2024,0.96,Metric Tonnes,5300,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,18-06-2024,1.44,Metric Tonnes,5255,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,19-06-2024,2.04,Metric Tonnes,5025,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,20-06-2024,2.1,Metric Tonnes,5500,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,25-06-2024,0.9,Metric Tonnes,6170,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,28-06-2024,0.6,Metric Tonnes,5325,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,03-07-2024,0.6,Metric Tonnes,6915,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,10-07-2024,0.9,Metric Tonnes,7575,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,19-07-2024,0.3,Metric Tonnes,7550,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,21-08-2024,0.06,Metric Tonnes,8055,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,19-09-2024,0.72,Metric Tonnes,6540,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,21-09-2024,1.56,Metric Tonnes,5690,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,23-09-2024,2.7,Metric Tonnes,5225,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,24-09-2024,2.16,Metric Tonnes,5875,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,25-09-2024,1.26,Metric Tonnes,5700,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,26-09-2024,1.14,Metric Tonnes,5175,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,27-09-2024,0.24,Metric Tonnes,5000,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,30-09-2024,1.62,Metric Tonnes,5010,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,01-10-2024,0.36,Metric Tonnes,4780,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,02-10-2024,0.24,Metric Tonnes,5685,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,03-10-2024,0.66,Metric Tonnes,5390,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,04-10-2024,2.1,Metric Tonnes,3875,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,05-10-2024,2.46,Metric Tonnes,4695,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,07-10-2024,7.08,Metric Tonnes,5635,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,08-10-2024,6.18,Metric Tonnes,5525,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,09-10-2024,7.56,Metric Tonnes,6205,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,10-10-2024,7.14,Metric Tonnes,5925,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,11-10-2024,5.64,Metric Tonnes,6280,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,14-10-2024,30.24,Metric Tonnes,6030,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,15-10-2024,33,Metric Tonnes,5875,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,16-10-2024,36.3,Metric Tonnes,6130,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,17-10-2024,48.24,Metric Tonnes,6215,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,18-10-2024,58.5,Metric Tonnes,6505,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,19-10-2024,90.6,Metric Tonnes,6390,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,21-10-2024,87.06,Metric Tonnes,6400,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,22-10-2024,93.9,Metric Tonnes,6545,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,23-10-2024,102.36,Metric Tonnes,6640,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,24-10-2024,99,Metric Tonnes,6460,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,25-10-2024,88.2,Metric Tonnes,6605,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,26-10-2024,86.64,Metric Tonnes,6465,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,28-10-2024,110.94,Metric Tonnes,6315,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,29-10-2024,42.24,Metric Tonnes,6305,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,06-11-2024,66,Metric Tonnes,6975,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,07-11-2024,39,Metric Tonnes,6980,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,08-11-2024,50.04,Metric Tonnes,7005,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,09-11-2024,46.8,Metric Tonnes,7290,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,11-11-2024,45.06,Metric Tonnes,6565,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,12-11-2024,25.5,Metric Tonnes,7435,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,13-11-2024,45.48,Metric Tonnes,7290,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,14-11-2024,48.6,Metric Tonnes,7345,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,18-11-2024,56.64,Metric Tonnes,7250,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,19-11-2024,58.5,Metric Tonnes,7080,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,20-11-2024,66.18,Metric Tonnes,6990,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,21-11-2024,56.64,Metric Tonnes,7135,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,22-11-2024,59.64,Metric Tonnes,7290,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,23-11-2024,66.3,Metric Tonnes,7290,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,25-11-2024,66.06,Metric Tonnes,7225,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,26-11-2024,76.5,Metric Tonnes,7285,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,27-11-2024,71.7,Metric Tonnes,7300,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,29-11-2024,70.14,Metric Tonnes,7215,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,30-11-2024,79.26,Metric Tonnes,7260,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,02-12-2024,91.86,Metric Tonnes,7090,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,03-12-2024,98.16,Metric Tonnes,7180,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,04-12-2024,78.24,Metric Tonnes,7130,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,06-12-2024,79.5,Metric Tonnes,6840,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,09-12-2024,86.1,Metric Tonnes,7260,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,10-12-2024,82.92,Metric Tonnes,7200,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,11-12-2024,57,Metric Tonnes,7075,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,13-12-2024,30.3,Metric Tonnes,7165,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,14-12-2024,47.1,Metric Tonnes,7215,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,16-12-2024,51.3,Metric Tonnes,7075,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,17-12-2024,44.1,Metric Tonnes,7040,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,18-12-2024,42.6,Metric Tonnes,7030,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,19-12-2024,37.5,Metric Tonnes,7005,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,20-12-2024,39,Metric Tonnes,7000,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,21-12-2024,36.6,Metric Tonnes,7005,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,23-12-2024,33.9,Metric Tonnes,7000,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,24-12-2024,33,Metric Tonnes,6940,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,25-12-2024,30.3,Metric Tonnes,6885,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,26-12-2024,24,Metric Tonnes,6895,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,27-12-2024,35.4,Metric Tonnes,6995,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,28-12-2024,27.3,Metric Tonnes,6965,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,30-12-2024,18,Metric Tonnes,6975,Rs./Quintal
Gujarat,Bhavnagar,Taleja APMC,Cotton,31-12-2024,30,Metric Tonnes,6980,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,01-01-2024,843.6,Metric Tonnes,6690,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,05-01-2024,786.4,Metric Tonnes,6815,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,06-01-2024,892,Metric Tonnes,6755,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,08-01-2024,889,Metric Tonnes,6710,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,06-02-2024,821.4,Metric Tonnes,6615,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,07-02-2024,785.6,Metric Tonnes,6500,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,09-02-2024,923.3,Metric Tonnes,6690,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,10-02-2024,922.2,Metric Tonnes,6540,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,12-02-2024,704.9,Metric Tonnes,7155,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,15-02-2024,1066.8,Metric Tonnes,6750,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,16-02-2024,933.3,Metric Tonnes,6670,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,22-04-2024,298.4,Metric Tonnes,7205,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,24-04-2024,392.6,Metric Tonnes,7380,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,25-04-2024,358.9,Metric Tonnes,7150,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,26-04-2024,385.4,Metric Tonnes,7250,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,27-04-2024,339.3,Metric Tonnes,7250,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,29-04-2024,345.2,Metric Tonnes,7300,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,30-04-2024,334.8,Metric Tonnes,7250,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,01-05-2024,450.9,Metric Tonnes,7305,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,02-05-2024,349.5,Metric Tonnes,7120,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,03-05-2024,382.7,Metric Tonnes,7355,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,08-05-2024,260.1,Metric Tonnes,7450,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,14-05-2024,142.2,Metric Tonnes,7125,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,15-05-2024,287.9,Metric Tonnes,7100,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,17-05-2024,202,Metric Tonnes,7210,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,20-06-2024,244.1,Metric Tonnes,7550,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,24-06-2024,91.8,Metric Tonnes,7100,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,25-06-2024,80.3,Metric Tonnes,7250,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,02-07-2024,16.7,Metric Tonnes,7465,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,06-07-2024,18.2,Metric Tonnes,7400,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,10-07-2024,43.4,Metric Tonnes,6700,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,11-07-2024,40.9,Metric Tonnes,7200,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,13-07-2024,43.8,Metric Tonnes,7150,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,15-07-2024,77.4,Metric Tonnes,7600,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,17-07-2024,21.4,Metric Tonnes,7250,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,18-07-2024,63,Metric Tonnes,7250,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,19-07-2024,36.8,Metric Tonnes,7700,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,20-07-2024,30.8,Metric Tonnes,7650,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,22-07-2024,24,Metric Tonnes,6800,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,23-07-2024,27.6,Metric Tonnes,7450,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,24-07-2024,25.6,Metric Tonnes,7550,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,25-07-2024,17.2,Metric Tonnes,7000,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,26-07-2024,54.8,Metric Tonnes,7250,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,27-07-2024,37.4,Metric Tonnes,7550,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,29-07-2024,26.8,Metric Tonnes,7100,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,30-07-2024,6.8,Metric Tonnes,7500,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,31-07-2024,27,Metric Tonnes,7465,Rs./Quintal
Gujarat,Botad,Botad(Haddad) APMC,Cotton,01-08-2024,43.2,Metric Tonnes,7250,Rs./Quintal
